"trial"	"deck"	"gain"	"loss"	"subjID"
58	2	100	0	470
59	4	50	0	470
60	4	50	0	470
61	2	100	0	470
62	2	100	0	470
63	4	50	0	470
64	4	50	0	470
65	2	100	0	470
66	2	100	0	470
67	4	50	0	470
68	4	50	0	470
69	2	100	-1250	470
70	4	50	0	470
71	4	50	0	470
72	1	100	0	470
73	1	100	-350	470
74	4	50	-250	470
75	3	50	0	470
76	3	50	-25	470
77	3	50	-75	470
78	2	100	0	470
79	2	100	0	470
80	4	50	0	470
81	4	50	0	470
82	2	100	0	470
83	2	100	0	470
84	4	50	0	470
85	4	50	0	470
86	2	100	0	470
87	2	100	0	470
88	4	50	0	470
89	1	100	0	470
90	4	50	0	470
91	4	50	0	470
92	1	100	-250	470
93	4	50	0	470
94	2	100	0	470
95	2	100	0	470
96	4	50	-250	470
97	2	100	0	470
98	2	100	0	470
99	1	100	-200	470
100	3	50	0	470
1	2	100	0	471
2	2	100	0	471
3	2	100	0	471
4	2	100	0	471
5	2	100	0	471
6	2	100	0	471
7	2	100	0	471
8	2	100	0	471
9	2	100	-1250	471
10	2	100	0	471
11	2	100	0	471
12	2	100	0	471
13	2	100	0	471
14	2	100	-1250	471
15	4	50	0	471
16	4	50	0	471
17	4	50	0	471
18	4	50	0	471
19	4	50	0	471
20	4	50	0	471
21	4	50	0	471
22	4	50	0	471
23	4	50	0	471
24	4	50	-250	471
25	4	50	0	471
26	4	50	0	471
27	4	50	0	471
28	4	50	0	471
29	4	50	0	471
30	4	50	0	471
31	4	50	0	471
32	4	50	0	471
33	4	50	0	471
34	4	50	-250	471
35	4	50	0	471
36	4	50	0	471
37	4	50	0	471
38	4	50	0	471
39	4	50	0	471
40	4	50	0	471
41	4	50	0	471
42	4	50	0	471
43	4	50	-250	471
44	4	50	0	471
45	4	50	0	471
46	4	50	0	471
47	4	50	0	471
48	4	50	0	471
49	4	50	-250	471
50	4	50	0	471
51	4	50	0	471
52	4	50	0	471
53	4	50	0	471
54	4	50	0	471
55	4	50	0	471
56	4	50	0	471
57	4	50	0	471
58	4	50	0	471
59	4	50	0	471
60	4	50	0	471
61	4	50	0	471
62	4	50	0	471
63	4	50	0	471
64	4	50	-250	471
65	4	50	0	471
66	4	50	0	471
67	4	50	0	471
68	4	50	0	471
69	4	50	0	471
70	4	50	0	471
71	4	50	0	471
72	4	50	0	471
73	4	50	0	471
74	4	50	-250	471
75	4	50	0	471
76	4	50	0	471
77	3	50	0	471
78	3	50	0	471
79	3	50	-50	471
80	3	50	0	471
81	3	50	-50	471
82	3	50	0	471
83	3	50	-50	471
84	3	50	0	471
85	3	50	-50	471
86	3	50	-50	471
87	3	50	0	471
88	3	50	-25	471
89	3	50	-75	471
90	3	50	0	471
91	3	50	0	471
92	3	50	0	471
93	3	50	-25	471
94	3	50	-75	471
95	3	50	-50	471
96	1	100	0	471
97	1	100	0	471
98	1	100	-150	471
99	1	100	0	471
100	1	100	-300	471
1	4	50	0	472
2	4	50	0	472
3	3	50	0	472
4	3	50	0	472
5	1	100	0	472
6	1	100	0	472
7	1	100	-150	472
8	2	100	0	472
9	4	50	0	472
10	3	50	-50	472
11	4	50	0	472
12	4	50	0	472
13	4	50	0	472
14	4	50	0	472
15	4	50	0	472
16	4	50	0	472
17	4	50	-250	472
18	2	100	0	472
19	2	100	0	472
20	2	100	0	472
21	2	100	0	472
22	2	100	0	472
23	2	100	0	472
24	2	100	0	472
25	2	100	-1250	472
26	1	100	0	472
27	1	100	-300	472
28	3	50	0	472
29	2	100	0	472
30	2	100	0	472
31	2	100	0	472
32	4	50	0	472
33	4	50	0	472
34	4	50	0	472
35	4	50	0	472
36	4	50	0	472
37	4	50	0	472
38	1	100	0	472
39	1	100	-200	472
40	4	50	0	472
41	4	50	0	472
42	4	50	0	472
43	4	50	-250	472
44	2	100	0	472
45	2	100	-1250	472
46	4	50	0	472
47	4	50	0	472
48	1	100	0	472
49	1	100	-250	472
50	1	100	-350	472
51	3	50	-50	472
52	3	50	0	472
53	3	50	-50	472
54	3	50	0	472
55	4	50	0	472
56	4	50	0	472
57	4	50	0	472
58	2	100	0	472
59	2	100	0	472
60	2	100	0	472
61	2	100	0	472
62	1	100	0	472
63	1	100	-350	472
64	3	50	-50	472
65	4	50	0	472
66	4	50	0	472
67	4	50	0	472
68	4	50	-250	472
69	4	50	0	472
70	4	50	0	472
71	4	50	0	472
72	2	100	0	472
73	2	100	0	472
74	3	50	-50	472
75	3	50	0	472
76	3	50	-25	472
77	3	50	-75	472
78	1	100	0	472
79	4	50	0	472
80	4	50	0	472
81	4	50	-250	472
82	4	50	0	472
83	4	50	0	472
84	1	100	-250	472
85	3	50	0	472
86	3	50	0	472
87	3	50	0	472
88	2	100	-1250	472
89	3	50	-25	472
90	3	50	-75	472
91	4	50	0	472
92	4	50	0	472
93	1	100	-200	472
94	1	100	0	472
95	1	100	-300	472
96	2	100	0	472
97	2	100	0	472
98	2	100	0	472
99	2	100	0	472
100	3	50	-50	472
1	2	100	0	473
2	1	100	0	473
3	2	100	0	473
4	1	100	0	473
5	2	100	0	473
6	1	100	-150	473
7	2	100	0	473
8	1	100	0	473
9	3	50	0	473
10	3	50	0	473
11	4	50	0	473
12	4	50	0	473
13	2	100	0	473
14	2	100	0	473
15	2	100	0	473
16	2	100	0	473
17	2	100	-1250	473
18	1	100	-300	473
19	4	50	0	473
20	4	50	0	473
21	4	50	0	473
22	4	50	0	473
23	4	50	0	473
24	4	50	0	473
25	4	50	0	473
26	4	50	-250	473
27	3	50	-50	473
28	2	100	0	473
29	2	100	0	473
30	2	100	0	473
31	2	100	0	473
32	2	100	-1250	473
33	2	100	0	473
34	2	100	0	473
35	2	100	0	473
36	2	100	0	473
37	2	100	0	473
38	3	50	0	473
39	2	100	0	473
40	3	50	-50	473
41	3	50	0	473
42	2	100	-1250	473
43	2	100	0	473
44	3	50	-50	473
45	3	50	0	473
46	4	50	0	473
47	2	100	0	473
48	4	50	0	473
49	1	100	0	473
50	1	100	-200	473
51	4	50	0	473
52	2	100	0	473
53	4	50	0	473
54	1	100	0	473
55	2	100	0	473
56	4	50	0	473
57	1	100	-250	473
58	2	100	0	473
59	4	50	0	473
60	3	50	-50	473
61	3	50	-50	473
62	4	50	0	473
63	2	100	0	473
64	2	100	0	473
65	2	100	0	473
66	4	50	0	473
67	4	50	0	473
68	1	100	-350	473
69	2	100	0	473
70	4	50	-250	473
71	4	50	0	473
72	2	100	0	473
73	4	50	0	473
74	2	100	-1250	473
75	2	100	0	473
76	2	100	0	473
77	2	100	0	473
78	2	100	0	473
79	2	100	0	473
80	4	50	0	473
81	4	50	0	473
82	4	50	0	473
83	4	50	0	473
84	4	50	0	473
85	2	100	0	473
86	2	100	0	473
87	2	100	0	473
88	2	100	0	473
89	4	50	0	473
90	4	50	-250	473
91	4	50	0	473
92	4	50	0	473
93	4	50	0	473
94	4	50	0	473
95	4	50	0	473
96	4	50	-250	473
97	4	50	0	473
98	4	50	0	473
99	4	50	0	473
100	4	50	0	473
1	1	100	0	474
2	2	100	0	474
3	3	50	0	474
4	1	100	0	474
5	1	100	-150	474
6	2	100	0	474
7	1	100	0	474
8	3	50	0	474
9	2	100	0	474
10	2	100	0	474
11	2	100	0	474
12	2	100	0	474
13	2	100	0	474
14	2	100	0	474
15	1	100	-300	474
16	2	100	-1250	474
17	2	100	0	474
18	1	100	0	474
19	1	100	-200	474
20	3	50	-50	474
21	1	100	0	474
22	2	100	0	474
23	2	100	0	474
24	2	100	0	474
25	2	100	-1250	474
26	1	100	-250	474
27	3	50	0	474
28	2	100	0	474
29	2	100	0	474
30	2	100	0	474
31	2	100	0	474
32	2	100	0	474
33	2	100	0	474
34	2	100	-1250	474
35	1	100	-350	474
36	3	50	-50	474
37	3	50	0	474
38	3	50	-50	474
39	2	100	0	474
40	2	100	0	474
41	2	100	0	474
42	1	100	0	474
43	2	100	0	474
44	1	100	-350	474
45	3	50	0	474
46	1	100	0	474
47	1	100	-250	474
48	2	100	0	474
49	2	100	0	474
50	1	100	-200	474
51	2	100	0	474
52	2	100	0	474
53	2	100	0	474
54	3	50	-50	474
55	2	100	0	474
56	2	100	-1250	474
57	1	100	0	474
58	1	100	-300	474
59	1	100	-150	474
60	3	50	-50	474
61	3	50	0	474
62	4	50	0	474
63	4	50	0	474
64	1	100	0	474
65	2	100	0	474
66	2	100	0	474
67	4	50	0	474
68	2	100	0	474
69	3	50	-25	474
70	2	100	0	474
71	4	50	0	474
72	1	100	0	474
73	1	100	0	474
74	2	100	0	474
75	3	50	-75	474
76	2	100	0	474
77	2	100	0	474
78	2	100	0	474
79	4	50	0	474
80	1	100	-300	474
81	2	100	0	474
82	2	100	0	474
83	2	100	0	474
84	4	50	0	474
85	2	100	0	474
86	2	100	0	474
87	2	100	0	474
88	4	50	0	474
89	2	100	0	474
90	2	100	0	474
91	2	100	-1250	474
92	4	50	0	474
93	2	100	0	474
94	2	100	0	474
95	2	100	0	474
96	2	100	0	474
97	2	100	-1250	474
98	2	100	0	474
99	2	100	0	474
100	2	100	0	474
1	2	100	0	475
2	2	100	0	475
3	2	100	0	475
4	2	100	0	475
5	2	100	0	475
6	2	100	0	475
7	2	100	0	475
8	2	100	0	475
9	2	100	-1250	475
10	1	100	0	475
11	1	100	0	475
12	1	100	-150	475
13	2	100	0	475
14	2	100	0	475
15	2	100	0	475
16	2	100	0	475
17	2	100	-1250	475
18	1	100	0	475
19	1	100	-300	475
20	4	50	0	475
21	4	50	0	475
22	4	50	0	475
23	4	50	0	475
24	4	50	0	475
25	4	50	0	475
26	4	50	0	475
27	4	50	0	475
28	4	50	0	475
29	4	50	-250	475
30	3	50	0	475
31	3	50	0	475
32	3	50	-50	475
33	2	100	0	475
34	2	100	0	475
35	2	100	0	475
36	2	100	0	475
37	1	100	0	475
38	3	50	0	475
39	4	50	0	475
40	2	100	0	475
41	1	100	-200	475
42	3	50	-50	475
43	4	50	0	475
44	2	100	0	475
45	1	100	0	475
46	1	100	-250	475
47	1	100	-350	475
48	3	50	0	475
49	3	50	-50	475
50	3	50	0	475
51	4	50	0	475
52	4	50	0	475
53	4	50	0	475
54	2	100	-1250	475
55	2	100	0	475
56	4	50	0	475
57	4	50	0	475
58	3	50	-50	475
59	1	100	0	475
60	1	100	-350	475
61	2	100	0	475
62	2	100	0	475
63	2	100	0	475
64	1	100	0	475
65	3	50	-50	475
66	3	50	0	475
67	3	50	-25	475
68	3	50	-75	475
69	3	50	0	475
70	3	50	0	475
71	3	50	0	475
72	3	50	-25	475
73	1	100	-250	475
74	3	50	-75	475
75	3	50	-50	475
76	3	50	0	475
77	4	50	0	475
78	4	50	0	475
79	3	50	0	475
80	3	50	0	475
81	4	50	-250	475
82	3	50	0	475
83	3	50	-50	475
84	1	100	-200	475
85	2	100	0	475
86	2	100	0	475
87	2	100	0	475
88	2	100	0	475
89	2	100	0	475
90	2	100	0	475
91	2	100	-1250	475
92	2	100	0	475
93	2	100	0	475
94	2	100	0	475
95	2	100	0	475
96	2	100	0	475
97	2	100	0	475
98	1	100	0	475
99	1	100	-300	475
100	1	100	-150	475
1	1	100	0	476
2	4	50	0	476
3	2	100	0	476
4	3	50	0	476
5	1	100	0	476
6	4	50	0	476
7	2	100	0	476
8	3	50	0	476
9	1	100	-150	476
10	4	50	0	476
11	2	100	0	476
12	3	50	-50	476
13	4	50	0	476
14	2	100	0	476
15	2	100	0	476
16	2	100	0	476
17	2	100	0	476
18	2	100	0	476
19	2	100	-1250	476
20	1	100	0	476
21	1	100	-300	476
22	4	50	0	476
23	2	100	0	476
24	2	100	0	476
25	2	100	0	476
26	3	50	0	476
27	2	100	0	476
28	4	50	0	476
29	2	100	-1250	476
30	1	100	0	476
31	2	100	0	476
32	2	100	0	476
33	2	100	0	476
34	4	50	0	476
35	4	50	0	476
36	2	100	0	476
37	4	50	0	476
38	2	100	0	476
39	1	100	-200	476
40	3	50	-50	476
41	2	100	0	476
42	2	100	-1250	476
43	4	50	-250	476
44	1	100	0	476
45	3	50	0	476
46	3	50	-50	476
47	1	100	-250	476
48	4	50	0	476
49	4	50	0	476
50	4	50	0	476
51	4	50	0	476
52	4	50	0	476
53	2	100	0	476
54	2	100	0	476
55	1	100	-350	476
56	2	100	0	476
57	2	100	0	476
58	2	100	0	476
59	2	100	0	476
60	2	100	0	476
61	2	100	0	476
62	4	50	0	476
63	2	100	0	476
64	3	50	0	476
65	2	100	0	476
66	1	100	0	476
67	4	50	0	476
68	2	100	-1250	476
69	1	100	-350	476
70	3	50	-50	476
71	4	50	0	476
72	4	50	0	476
73	4	50	-250	476
74	2	100	0	476
75	2	100	0	476
76	2	100	0	476
77	2	100	0	476
78	2	100	0	476
79	2	100	0	476
80	2	100	0	476
81	2	100	0	476
82	4	50	0	476
83	2	100	0	476
84	2	100	0	476
85	4	50	0	476
86	2	100	0	476
87	4	50	0	476
88	2	100	0	476
89	3	50	-50	476
90	2	100	0	476
91	2	100	0	476
92	4	50	0	476
93	4	50	0	476
94	2	100	0	476
95	4	50	0	476
96	4	50	0	476
97	2	100	0	476
98	4	50	0	476
99	2	100	-1250	476
100	4	50	-250	476
1	2	100	0	477
2	3	50	0	477
3	4	50	0	477
4	2	100	0	477
5	1	100	0	477
6	1	100	0	477
7	2	100	0	477
8	1	100	-150	477
9	3	50	0	477
10	4	50	0	477
11	2	100	0	477
12	2	100	0	477
13	2	100	0	477
14	2	100	0	477
15	2	100	0	477
16	2	100	-1250	477
17	1	100	0	477
18	1	100	-300	477
19	3	50	-50	477
20	4	50	0	477
21	4	50	0	477
22	2	100	0	477
23	1	100	0	477
24	4	50	0	477
25	2	100	0	477
26	1	100	-200	477
27	2	100	0	477
28	4	50	0	477
29	3	50	0	477
30	4	50	0	477
31	1	100	0	477
32	3	50	-50	477
33	4	50	0	477
34	2	100	0	477
35	2	100	-1250	477
36	1	100	-250	477
37	3	50	0	477
38	3	50	-50	477
39	4	50	0	477
40	4	50	-250	477
41	2	100	0	477
42	1	100	-350	477
43	2	100	0	477
44	2	100	0	477
45	3	50	0	477
46	4	50	0	477
47	2	100	0	477
48	3	50	-50	477
49	4	50	0	477
50	4	50	0	477
51	2	100	0	477
52	2	100	0	477
53	2	100	-1250	477
54	3	50	-50	477
55	4	50	0	477
56	4	50	0	477
57	1	100	0	477
58	4	50	0	477
59	2	100	0	477
60	3	50	0	477
61	4	50	0	477
62	1	100	-350	477
63	2	100	0	477
64	3	50	-25	477
65	4	50	0	477
66	2	100	0	477
67	3	50	-75	477
68	4	50	0	477
69	1	100	0	477
70	3	50	0	477
71	4	50	-250	477
72	1	100	-250	477
73	2	100	0	477
74	2	100	0	477
75	3	50	0	477
76	2	100	0	477
77	3	50	0	477
78	4	50	0	477
79	2	100	0	477
80	3	50	-25	477
81	4	50	0	477
82	2	100	0	477
83	1	100	-200	477
84	2	100	0	477
85	3	50	-75	477
86	4	50	0	477
87	3	50	-50	477
88	4	50	0	477
89	2	100	0	477
90	3	50	0	477
91	4	50	0	477
92	2	100	-1250	477
93	3	50	0	477
94	4	50	0	477
95	3	50	0	477
96	4	50	0	477
97	1	100	0	477
98	3	50	0	477
99	4	50	0	477
100	3	50	-50	477
1	1	100	0	478
2	1	100	0	478
3	1	100	-150	478
4	3	50	0	478
5	3	50	0	478
6	3	50	-50	478
7	1	100	0	478
8	1	100	-300	478
9	1	100	0	478
10	1	100	-200	478
11	1	100	0	478
12	3	50	0	478
13	2	100	0	478
14	2	100	0	478
15	2	100	0	478
16	2	100	0	478
17	2	100	0	478
18	2	100	0	478
19	2	100	0	478
20	2	100	0	478
21	2	100	-1250	478
22	4	50	0	478
23	2	100	0	478
24	2	100	0	478
25	2	100	0	478
26	2	100	0	478
27	2	100	-1250	478
28	4	50	0	478
29	2	100	0	478
30	2	100	0	478
31	2	100	0	478
32	1	100	-250	478
33	2	100	0	478
34	1	100	-350	478
35	3	50	-50	478
36	3	50	0	478
37	3	50	-50	478
38	2	100	0	478
39	2	100	0	478
40	2	100	-1250	478
41	4	50	0	478
42	4	50	0	478
43	4	50	0	478
44	1	100	0	478
45	1	100	-350	478
46	3	50	0	478
47	3	50	-50	478
48	3	50	-50	478
49	3	50	0	478
50	3	50	-25	478
51	1	100	0	478
52	1	100	-250	478
53	2	100	0	478
54	1	100	-200	478
55	2	100	0	478
56	2	100	0	478
57	2	100	0	478
58	2	100	0	478
59	4	50	0	478
60	1	100	0	478
61	2	100	0	478
62	4	50	0	478
63	1	100	-300	478
64	1	100	-150	478
65	3	50	-75	478
66	2	100	0	478
67	2	100	0	478
68	2	100	0	478
69	4	50	0	478
70	4	50	0	478
71	4	50	-250	478
72	2	100	0	478
73	1	100	0	478
74	1	100	0	478
75	1	100	0	478
76	2	100	-1250	478
77	1	100	-300	478
78	1	100	0	478
79	1	100	-350	478
80	2	100	0	478
81	2	100	0	478
82	2	100	0	478
83	2	100	0	478
84	4	50	0	478
85	4	50	0	478
86	3	50	0	478
87	3	50	0	478
88	2	100	0	478
89	2	100	0	478
90	2	100	0	478
91	4	50	0	478
92	4	50	0	478
93	4	50	0	478
94	3	50	0	478
95	1	100	0	478
96	1	100	-200	478
97	1	100	-250	478
98	3	50	-25	478
99	4	50	0	478
100	4	50	0	478
1	1	100	0	479
2	4	50	0	479
3	2	100	0	479
4	3	50	0	479
5	4	50	0	479
6	1	100	0	479
7	4	50	0	479
8	2	100	0	479
9	3	50	0	479
10	1	100	-150	479
11	4	50	0	479
12	2	100	0	479
13	3	50	-50	479
14	4	50	0	479
15	2	100	0	479
16	3	50	0	479
17	1	100	0	479
18	2	100	0	479
19	4	50	0	479
20	4	50	0	479
21	2	100	0	479
22	3	50	-50	479
23	2	100	0	479
24	1	100	-300	479
25	4	50	0	479
26	4	50	0	479
27	2	100	0	479
28	3	50	0	479
29	2	100	-1250	479
30	4	50	-250	479
31	3	50	-50	479
32	3	50	0	479
33	4	50	0	479
34	1	100	0	479
35	4	50	0	479
36	3	50	-50	479
37	4	50	0	479
38	2	100	0	479
39	1	100	-200	479
40	4	50	0	479
41	2	100	0	479
42	3	50	-50	479
43	4	50	0	479
44	2	100	0	479
45	3	50	0	479
46	1	100	0	479
47	4	50	0	479
48	2	100	0	479
49	3	50	-25	479
50	4	50	0	479
51	1	100	-250	479
52	4	50	0	479
53	3	50	-75	479
54	2	100	-1250	479
55	4	50	0	479
56	3	50	0	479
57	4	50	-250	479
58	1	100	-350	479
59	4	50	0	479
60	3	50	0	479
61	2	100	0	479
62	4	50	0	479
63	1	100	0	479
64	3	50	0	479
65	4	50	0	479
66	1	100	-350	479
67	2	100	0	479
68	4	50	0	479
69	3	50	-25	479
70	4	50	0	479
71	1	100	0	479
72	2	100	0	479
73	4	50	0	479
74	4	50	0	479
75	2	100	0	479
76	3	50	-75	479
77	1	100	-250	479
78	4	50	0	479
79	2	100	0	479
80	4	50	-250	479
81	2	100	0	479
82	3	50	-50	479
83	4	50	0	479
84	3	50	0	479
85	2	100	-1250	479
86	4	50	0	479
87	3	50	0	479
88	1	100	-200	479
89	4	50	0	479
90	4	50	0	479
91	3	50	0	479
92	4	50	0	479
93	1	100	0	479
94	4	50	-250	479
95	2	100	0	479
96	3	50	0	479
97	2	100	0	479
98	4	50	0	479
99	1	100	-300	479
100	4	50	0	479
1	1	100	0	480
2	2	100	0	480
3	4	50	0	480
4	1	100	0	480
5	2	100	0	480
6	1	100	-150	480
7	4	50	0	480
8	3	50	0	480
9	2	100	0	480
10	3	50	0	480
11	4	50	0	480
12	2	100	0	480
13	1	100	0	480
14	4	50	0	480
15	3	50	-50	480
16	2	100	0	480
17	4	50	0	480
18	1	100	-300	480
19	2	100	0	480
20	4	50	0	480
21	2	100	0	480
22	3	50	0	480
23	2	100	0	480
24	4	50	0	480
25	2	100	-1250	480
26	1	100	0	480
27	3	50	-50	480
28	4	50	0	480
29	1	100	-200	480
30	2	100	0	480
31	3	50	0	480
32	4	50	0	480
33	2	100	0	480
34	4	50	-250	480
35	3	50	-50	480
36	2	100	0	480
37	4	50	0	480
38	3	50	0	480
39	2	100	0	480
40	4	50	0	480
41	3	50	-50	480
42	2	100	-1250	480
43	1	100	0	480
44	2	100	0	480
45	1	100	-250	480
46	4	50	0	480
47	2	100	0	480
48	3	50	-50	480
49	1	100	-350	480
50	2	100	0	480
51	2	100	0	480
52	3	50	0	480
53	4	50	0	480
54	2	100	0	480
55	3	50	-25	480
56	1	100	0	480
57	2	100	0	480
58	2	100	-1250	480
59	1	100	-350	480
60	3	50	-75	480
61	4	50	0	480
62	2	100	0	480
63	2	100	0	480
64	2	100	0	480
65	1	100	0	480
66	4	50	0	480
67	2	100	0	480
68	3	50	0	480
69	2	100	0	480
70	3	50	0	480
71	4	50	0	480
72	2	100	0	480
73	3	50	0	480
74	2	100	0	480
75	3	50	-25	480
76	1	100	-250	480
77	4	50	0	480
78	2	100	0	480
79	2	100	0	480
80	4	50	0	480
81	4	50	-250	480
82	2	100	0	480
83	2	100	-1250	480
84	1	100	-200	480
85	3	50	-75	480
86	2	100	0	480
87	2	100	0	480
88	2	100	0	480
89	4	50	0	480
90	1	100	0	480
91	1	100	-300	480
92	3	50	-50	480
93	2	100	0	480
94	4	50	0	480
95	4	50	0	480
96	2	100	0	480
97	2	100	0	480
98	3	50	0	480
99	4	50	0	480
100	2	100	0	480
1	1	100	0	481
2	1	100	0	481
3	1	100	-150	481
4	3	50	0	481
5	4	50	0	481
6	2	100	0	481
7	2	100	0	481
8	2	100	0	481
9	2	100	0	481
10	2	100	0	481
11	2	100	0	481
12	2	100	0	481
13	2	100	0	481
14	2	100	-1250	481
15	1	100	0	481
16	1	100	-300	481
17	1	100	0	481
18	1	100	-200	481
19	3	50	0	481
20	3	50	-50	481
21	3	50	0	481
22	3	50	-50	481
23	3	50	0	481
24	3	50	-50	481
25	2	100	0	481
26	2	100	0	481
27	2	100	0	481
28	2	100	0	481
29	2	100	-1250	481
30	4	50	0	481
31	4	50	0	481
32	4	50	0	481
33	4	50	0	481
34	4	50	0	481
35	2	100	0	481
36	4	50	0	481
37	4	50	0	481
38	2	100	0	481
39	4	50	0	481
40	4	50	-250	481
41	2	100	0	481
42	2	100	0	481
43	1	100	0	481
44	1	100	-250	481
45	3	50	0	481
46	4	50	0	481
47	2	100	0	481
48	1	100	-350	481
49	3	50	-50	481
50	4	50	0	481
51	2	100	0	481
52	1	100	0	481
53	3	50	-50	481
54	4	50	0	481
55	2	100	-1250	481
56	1	100	-350	481
57	3	50	0	481
58	3	50	-25	481
59	3	50	-75	481
60	3	50	0	481
61	3	50	0	481
62	3	50	0	481
63	3	50	-25	481
64	3	50	-75	481
65	3	50	-50	481
66	3	50	0	481
67	3	50	0	481
68	3	50	0	481
69	3	50	0	481
70	3	50	-50	481
71	3	50	-25	481
72	3	50	-50	481
73	3	50	0	481
74	3	50	0	481
75	3	50	-75	481
76	3	50	-50	481
77	3	50	0	481
78	3	50	0	481
79	3	50	0	481
80	3	50	-25	481
81	3	50	-25	481
82	3	50	0	481
83	3	50	-75	481
84	3	50	0	481
85	3	50	-50	481
86	3	50	-25	481
87	3	50	0	481
88	3	50	0	481
89	3	50	-50	481
90	3	50	0	481
91	3	50	-50	481
92	3	50	0	481
93	3	50	-50	481
94	3	50	0	481
95	3	50	-50	481
96	3	50	-50	481
97	3	50	0	481
98	3	50	-25	481
99	3	50	-75	481
100	3	50	0	481
1	1	100	0	482
2	4	50	0	482
3	3	50	0	482
4	2	100	0	482
5	3	50	0	482
6	1	100	0	482
7	4	50	0	482
8	1	100	-150	482
9	3	50	-50	482
10	2	100	0	482
11	4	50	0	482
12	1	100	0	482
13	2	100	0	482
14	4	50	0	482
15	3	50	0	482
16	1	100	-300	482
17	2	100	0	482
18	4	50	0	482
19	3	50	-50	482
20	2	100	0	482
21	1	100	0	482
22	1	100	-200	482
23	2	100	0	482
24	4	50	0	482
25	3	50	0	482
26	4	50	0	482
27	1	100	0	482
28	4	50	0	482
29	3	50	-50	482
30	2	100	0	482
31	1	100	-250	482
32	4	50	0	482
33	2	100	0	482
34	4	50	-250	482
35	1	100	-350	482
36	2	100	-1250	482
37	1	100	0	482
38	3	50	0	482
39	4	50	0	482
40	1	100	-350	482
41	3	50	-50	482
42	2	100	0	482
43	4	50	0	482
44	2	100	0	482
45	4	50	0	482
46	2	100	0	482
47	1	100	0	482
48	4	50	0	482
49	2	100	0	482
50	1	100	-250	482
51	2	100	-1250	482
52	4	50	0	482
53	3	50	-50	482
54	1	100	-200	482
55	2	100	0	482
56	4	50	0	482
57	2	100	0	482
58	1	100	0	482
59	4	50	0	482
60	2	100	0	482
61	1	100	-300	482
62	4	50	0	482
63	2	100	0	482
64	3	50	0	482
65	1	100	-150	482
66	4	50	0	482
67	2	100	0	482
68	1	100	0	482
69	4	50	-250	482
70	2	100	0	482
71	3	50	-25	482
72	1	100	0	482
73	4	50	0	482
74	2	100	-1250	482
75	4	50	0	482
76	1	100	0	482
77	1	100	-300	482
78	4	50	0	482
79	2	100	0	482
80	3	50	-75	482
81	1	100	0	482
82	4	50	0	482
83	2	100	0	482
84	1	100	-350	482
85	4	50	0	482
86	2	100	0	482
87	4	50	0	482
88	2	100	0	482
89	4	50	0	482
90	2	100	0	482
91	4	50	0	482
92	2	100	0	482
93	4	50	-250	482
94	1	100	0	482
95	2	100	0	482
96	1	100	-200	482
97	3	50	0	482
98	2	100	0	482
99	3	50	0	482
100	3	50	0	482
1	1	100	0	483
2	4	50	0	483
3	3	50	0	483
4	3	50	0	483
5	1	100	0	483
6	2	100	0	483
7	3	50	-50	483
8	4	50	0	483
9	1	100	-150	483
10	1	100	0	483
11	3	50	0	483
12	4	50	0	483
13	2	100	0	483
14	3	50	-50	483
15	3	50	0	483
16	4	50	0	483
17	1	100	-300	483
18	1	100	0	483
19	4	50	0	483
20	3	50	-50	483
21	3	50	0	483
22	2	100	0	483
23	2	100	0	483
24	1	100	-200	483
25	4	50	0	483
26	4	50	0	483
27	2	100	0	483
28	2	100	0	483
29	4	50	0	483
30	2	100	0	483
31	2	100	0	483
32	4	50	0	483
33	2	100	-1250	483
34	4	50	-250	483
35	1	100	0	483
36	3	50	-50	483
37	1	100	-250	483
38	2	100	0	483
39	4	50	0	483
40	2	100	0	483
41	2	100	0	483
42	2	100	0	483
43	4	50	0	483
44	1	100	-350	483
45	2	100	-1250	483
46	3	50	-50	483
47	4	50	0	483
48	2	100	0	483
49	2	100	0	483
50	1	100	0	483
51	2	100	0	483
52	2	100	0	483
53	4	50	0	483
54	3	50	0	483
55	2	100	0	483
56	4	50	0	483
57	3	50	-25	483
58	1	100	-350	483
59	3	50	-75	483
60	2	100	0	483
61	4	50	0	483
62	2	100	-1250	483
63	3	50	0	483
64	1	100	0	483
65	4	50	0	483
66	2	100	0	483
67	4	50	0	483
68	2	100	0	483
69	4	50	0	483
70	3	50	0	483
71	4	50	-250	483
72	1	100	-250	483
73	3	50	0	483
74	2	100	0	483
75	4	50	0	483
76	2	100	0	483
77	4	50	0	483
78	1	100	-200	483
79	2	100	0	483
80	3	50	-25	483
81	2	100	0	483
82	4	50	0	483
83	2	100	0	483
84	3	50	-75	483
85	4	50	0	483
86	2	100	0	483
87	1	100	0	483
88	4	50	0	483
89	2	100	0	483
90	3	50	-50	483
91	2	100	0	483
92	4	50	0	483
93	1	100	-300	483
94	2	100	-1250	483
95	4	50	0	483
96	3	50	0	483
97	4	50	0	483
98	2	100	0	483
99	4	50	-250	483
100	1	100	-150	483
1	3	50	0	484
2	4	50	0	484
3	2	100	0	484
4	3	50	0	484
5	1	100	0	484
6	4	50	0	484
7	2	100	0	484
8	3	50	-50	484
9	2	100	0	484
10	1	100	0	484
11	4	50	0	484
12	1	100	-150	484
13	2	100	0	484
14	3	50	0	484
15	1	100	0	484
